"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Phở Hữu","4.1","117","58 Cửu Long","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 28 6274 2562","Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20H%E1%BB%AFu&query_place_id=ChIJZW5ppM8udTER_QIGkmZfeZQ"
"Chuối Nướng","4.4","7","Tô Hiến Thành/106 Hoà Hưng","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Món nướng","https://www.google.com/maps/search/?api=1&query=Chu%E1%BB%91i%20N%C6%B0%E1%BB%9Bng&query_place_id=ChIJxRTYt9AudTERLZOPeYRFZSU"
"Quán lẩu 3 Anh Em","5","29","109/2 Bành Văn Trân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 933 698 322","Nhà hàng món lẩu","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20l%E1%BA%A9u%203%20Anh%20Em&query_place_id=ChIJH0BUWnYrdTERB_m7ZTeaaWA"
"Phở Chạy 200 Tô Hiến Thành, F15, Q10","4.2","17","200 Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 906 515 256","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Ch%E1%BA%A1y%20200%20T%C3%B4%20Hi%E1%BA%BFn%20Th%C3%A0nh%2C%20F15%2C%20Q10&query_place_id=ChIJJanZlxAvdTERv01MmCyO4c4"
"Bánh bèo - bánh đập Bà Sáu","3.9","68","2 Ca Văn Thỉnh","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20b%C3%A8o%20-%20b%C3%A1nh%20%C4%91%E1%BA%ADp%20B%C3%A0%20S%C3%A1u&query_place_id=ChIJC0Q5ibMudTERHtXF7MbW9lE"
"Quán Chè 163/29","3.9","81","163/25/14 Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A8%20163%2F29&query_place_id=ChIJZdHO9sMvdTERywBpMe1fL38"
"Hủ Tiếu Mỳ - Hoành Thánh Vỹ Ký","4.3","152","491/40 Huỳnh Văn Bánh","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,"+84 399 980 801","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20Ti%E1%BA%BFu%20M%E1%BB%B3%20-%20Ho%C3%A0nh%20Th%C3%A1nh%20V%E1%BB%B9%20K%C3%BD&query_place_id=ChIJ-X_EsywpdTERujaUICbeBFY"
"Lyn’s Chicken - Gà rán sốt và món ăn kiểu Hàn","4.3","137","69 Tân Trang","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 909 016 605","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Lyn%E2%80%99s%20Chicken%20-%20G%C3%A0%20r%C3%A1n%20s%E1%BB%91t%20v%C3%A0%20m%C3%B3n%20%C4%83n%20ki%E1%BB%83u%20H%C3%A0n&query_place_id=ChIJ9ebASN0vdTERU7bdUN1gXAE"
"Gà Quay Cơm Lam Cao Nguyên Food","2.7","11","114 Đ. Lê Văn Sỹ","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,"+84 902 374 258","Món nướng","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20Quay%20C%C6%A1m%20Lam%20Cao%20Nguy%C3%AAn%20Food&query_place_id=ChIJzXGD8hspdTER4rxPw5jjQiA"
"Bún Đậu Phố Cổ - Hẻm 281 Lê Văn Sỹ","4.8","212","281/41/4 Đ. Lê Văn Sỹ","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 902 076 976","Nhà hàng Việt Nam","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20Ph%E1%BB%91%20C%E1%BB%95%20-%20H%E1%BA%BBm%20281%20L%C3%AA%20V%C4%83n%20S%E1%BB%B9&query_place_id=ChIJ21hlu7ApdTERsrXzx8ImbGo"
"Quán Mẹt - bún đậu mắm tôm","4.7","86","15 Đ. Đồng Nai","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 908 312 141","Quán mì","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20M%E1%BA%B9t%20-%20b%C3%BAn%20%C4%91%E1%BA%ADu%20m%E1%BA%AFm%20t%C3%B4m&query_place_id=ChIJ5W0lhLgvdTERvPjvdtD5TQY"
"Bún đậu cuốn chả tôm - Cà Mau","4.8","53","162 Đ. Thành Thái","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/share/1HTAxRh9Fz/?mibextid=wwXIfr","+84 768 686 352","Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%91%E1%BA%ADu%20cu%E1%BB%91n%20ch%E1%BA%A3%20t%C3%B4m%20-%20C%C3%A0%20Mau&query_place_id=ChIJiXkSBAAvdTERjSE6kce5G60"
"Đậu Non - Bún Đậu Mắm Tôm","4.6","281","173 Đ. Đặng Văn Ngữ","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/profile.php?id=61561653274044","+84 986 021 191","Nhà hàng gia đình","https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BA%ADu%20Non%20-%20B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m&query_place_id=ChIJte_JcQApdTERgLosZQGJTj8"
"Bún Đậu A Chảnh","4.2","507","DD34 Bạch Mã","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 902 369 737","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20A%20Ch%E1%BA%A3nh&query_place_id=ChIJM3rlI9AudTERrjdX2r0jfcc"
"Bún Đậu Mắm Tôm – VUA ĐẬU & BÚN ĐẬU NHÀ VUA – 231 Nguyễn Thị Nhỏ","4.6","1600","231 Nguyễn Thị Nhỏ","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 868 611 245","Nhà hàng Việt Nam","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m%20%E2%80%93%20VUA%20%C4%90%E1%BA%ACU%20%26%20B%C3%9AN%20%C4%90%E1%BA%ACU%20NH%C3%80%20VUA%20%E2%80%93%20231%20Nguy%E1%BB%85n%20Th%E1%BB%8B%20Nh%E1%BB%8F&query_place_id=ChIJXUPijxsvdTERY8kzCs6eiXY"
"Bún Đậu Mắm Tôm – VUA ĐẬU & BÚN ĐẬU NHÀ VUA – 02 Hồ Bá Kiện","4.6","707","2 Đ. Hồ Bá Kiện","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/Bundaunhavua","+84 868 611 245","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m%20%E2%80%93%20VUA%20%C4%90%E1%BA%ACU%20%26%20B%C3%9AN%20%C4%90%E1%BA%ACU%20NH%C3%80%20VUA%20%E2%80%93%2002%20H%E1%BB%93%20B%C3%A1%20Ki%E1%BB%87n&query_place_id=ChIJD5UwKyIvdTERzkMnC46lRZs"
"Bún đậu thập cẩm 49k","4.6","55","29 Đ. Thành Thái","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%91%E1%BA%ADu%20th%E1%BA%ADp%20c%E1%BA%A9m%2049k&query_place_id=ChIJI8SNaTkvdTERiu2Fuf1Gy5o"
"Bún đậu A Chảnh","4","1698","175 Đ. Thành Thái","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/bundauachanh/","+84 974 032 034","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%91%E1%BA%ADu%20A%20Ch%E1%BA%A3nh&query_place_id=ChIJ_7FNuMQudTERuDrC3gN5TlU"
"Nón Quê - Bún Đậu & Bún Chả Hà Nội - Chả Cá Lã Vọng | Món Bắc Ngon","4.8","1129","30 Đồng Đen","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 357 577 381","Nhà hàng","https://www.google.com/maps/search/?api=1&query=N%C3%B3n%20Qu%C3%AA%20-%20B%C3%BAn%20%C4%90%E1%BA%ADu%20%26%20B%C3%BAn%20Ch%E1%BA%A3%20H%C3%A0%20N%E1%BB%99i%20-%20Ch%E1%BA%A3%20C%C3%A1%20L%C3%A3%20V%E1%BB%8Dng%20%7C%20M%C3%B3n%20B%E1%BA%AFc%20Ngon&query_place_id=ChIJ3cOiLPMpdTERz4ngV_5aKZ0"
"Bún Đậu Thập Cẩm","4.6","14","Lầu II, 804 Sư Vạn Hạnh","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20Th%E1%BA%ADp%20C%E1%BA%A9m&query_place_id=ChIJz1T5cNwudTERhFbS3cnqzQA"
"Tiến Hải Quán - Bún đậu mắm tôm","4.1","661","804 Sư Vạn Hạnh","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 963 853 858","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Ti%C3%AA%CC%81n%20Ha%CC%89i%20Qua%CC%81n%20-%20Bu%CC%81n%20%C4%91%C3%A2%CC%A3u%20m%C4%83%CC%81m%20t%C3%B4m&query_place_id=ChIJBZyMCt4udTERWy0UxVGcQNg"
"Bún đậu phố cổ","4.7","245","19 Ngô Thị Thu Minh","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/bun-dau-pho-co-ngo-thi-thu-minh","+84 978 918 718","Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%91%E1%BA%ADu%20ph%E1%BB%91%20c%E1%BB%95&query_place_id=ChIJe5RjL58pdTER7Rya7OIVrGw"
"Bún Đậu Mắm Tôm - VUA ĐẬU & BÚN ĐẬU NHÀ VUA - Thành Thái","4.6","3566","29 Đ. Thành Thái","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/Bundaunhavua","+84 868 611 245","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m%20-%20VUA%20%C4%90%E1%BA%ACU%20%26%20B%C3%9AN%20%C4%90%E1%BA%ACU%20NH%C3%80%20VUA%20-%20Th%C3%A0nh%20Th%C3%A1i&query_place_id=ChIJ24pWJN0udTERzOrwV-YPKZs"
"Bún Đậu Mắm Tôm Bún Đậu Mẹt Miu lê","3.7","3","244 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 907 828 620","Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m%20B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%B9t%20Miu%20l%C3%AA&query_place_id=ChIJ2wquhpgvdTERz2aRzQ52YAs"
"BÚN ĐẬU HƯƠNG QUÊ | BÚN ĐẬU NGON KÊNH TÂN HÓA | BÚN ĐẬU NGON TÂN PHÚ","4.3","55","519 Đ. Kênh Tân Hóa","Thành phố Hồ Chí Minh","Tân Phú, Thành phố Hồ Chí Minh","VN",,"+84 398 889 978","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%9AN%20%C4%90%E1%BA%ACU%20H%C6%AF%C6%A0NG%20QU%C3%8A%20%7C%20B%C3%9AN%20%C4%90%E1%BA%ACU%20NGON%20K%C3%8ANH%20T%C3%82N%20H%C3%93A%20%7C%20B%C3%9AN%20%C4%90%E1%BA%ACU%20NGON%20T%C3%82N%20PH%C3%9A&query_place_id=ChIJG7WVy7YvdTERKoAVi2KXBfA"
"Bún Đậu Tre | Bún Đậu Tân Bình | Bún Đậu Ngon Gần Đây","4.4","32","150a Đồng Đen","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","http://bundautre.com/","+84 932 008 032","Nhà hàng châu Á","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20Tre%20%7C%20B%C3%BAn%20%C4%90%E1%BA%ADu%20T%C3%A2n%20B%C3%ACnh%20%7C%20B%C3%BAn%20%C4%90%E1%BA%ADu%20Ngon%20G%E1%BA%A7n%20%C4%90%C3%A2y&query_place_id=ChIJ-98-MQAvdTERevUIewq4Rc8"
"Bún Đậu Chí Phèo - CN 6","4.5","120","11c Hoàng Hoa Thám","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/share/1C2sXCu3MU/?mibextid=wwXIfr","+84 987 407 220","Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20Ch%C3%AD%20Ph%C3%A8o%20-%20CN%206&query_place_id=ChIJRVq9AAApdTERiptHiN6IgVY"
"Bún đậu mắm tôm mẹt quán 2 anh em","2.5","24","263 Đ. Âu Cơ","Thành phố Hồ Chí Minh","Quận 11, Thành phố Hồ Chí Minh","VN","http://bundaumetquan2ae.com/","+84 364 535 661","Quán ăn nhẹ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%91%E1%BA%ADu%20m%E1%BA%AFm%20t%C3%B4m%20m%E1%BA%B9t%20qu%C3%A1n%202%20anh%20em&query_place_id=ChIJVyuf-vovdTER72QKPrIkKTQ"
"Bún Mắm, Lẩu Mắm Miền Tây Cô Út","4.3","671","74 Đ. Út Tịch","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://bunmamlaumamcout.vn/","+84 899 967 000","Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20M%E1%BA%AFm%2C%20L%E1%BA%A9u%20M%E1%BA%AFm%20Mi%E1%BB%81n%20T%C3%A2y%20C%C3%B4%20%C3%9At&query_place_id=ChIJTaSURvApdTEReJN6kQBIXwE"
"Gà Rán Jimama (Cách Mạng Tháng Tám)","5","63","993 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 395 603 759","Quán gà rán mang đi","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Jimama%20(C%C3%A1ch%20M%E1%BA%A1ng%20Th%C3%A1ng%20T%C3%A1m)&query_place_id=ChIJ1775RgAvdTERWFNNKy9THdA"
"Gà Rán Jimama (Nguyễn Thị Nhỏ)","4.9","47","175 Nguyễn Thị Nhỏ","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 868 759 028","Quán gà rán mang đi","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Jimama%20(Nguy%E1%BB%85n%20Th%E1%BB%8B%20Nh%E1%BB%8F)&query_place_id=ChIJl3pELwAvdTERvgu5njronIs"
"Quán Gà Rán King Chicken","3","2","04 Đ. Đặng Lộ","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 338 843 478","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20G%C3%A0%20R%C3%A1n%20King%20Chicken&query_place_id=ChIJB14GRScvdTERhBytsB9TDno"
"Papa Chicken-Gà Rán,Cơm Gà Lý Thường Kiệt","5","1","283D Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Quận 11, Thành phố Hồ Chí Minh","VN",,"+84 383 180 383","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=Papa%20Chicken-G%C3%A0%20R%C3%A1n%2CC%C6%A1m%20G%C3%A0%20L%C3%BD%20Th%C6%B0%E1%BB%9Dng%20Ki%E1%BB%87t&query_place_id=ChIJcT07kOgvdTERI_gDf5CMfJE"
"KFC LÝ THƯỜNG KIỆT","4.6","1762","446 Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.kfcvietnam.com.vn/","+84 1900 6886","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=KFC%20L%C3%9D%20TH%C6%AF%E1%BB%9CNG%20KI%E1%BB%86T&query_place_id=ChIJXRER88kudTERuwvoBqOdl68"
"Gà Rán Jimama ( Thành Thái Q10)","5","258","182 Đ. Thành Thái","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 385 483 593","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Jimama%20(%20Th%C3%A0nh%20Th%C3%A1i%20Q10)&query_place_id=ChIJH-7N-6YvdTERa7jK6jBPFLA"
"Gà Rán Jimama (Đồng Đen)","5","25","118 Đồng Đen","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 708 328 186","Quán gà rán mang đi","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Jimama%20(%C4%90%E1%BB%93ng%20%C4%90en)&query_place_id=ChIJAVuFPyAvdTERYovyxgnqFqI"
"KFC Cách Mạng Tháng Tám","4.3","579","540 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Quận 3, Thành phố Hồ Chí Minh","VN","http://www.kfcvietnam.com.vn/","+84 1900 6886","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=KFC%20C%C3%A1ch%20M%E1%BA%A1ng%20Th%C3%A1ng%20T%C3%A1m&query_place_id=ChIJ8RkvzCEvdTER_dHGviWTfTM"
"Lotteria Tô Hiến Thành","3.4","762","307A, Số Cũ/155A Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","http://lotteria.vn/","+84 1900 6778","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Lotteria%20T%C3%B4%20Hi%E1%BA%BFn%20Th%C3%A0nh&query_place_id=ChIJ90eJ2doudTER2xmLF02C1uI"
"Gà Rán Five Star 489","4.7","15","489 Đ. Lê Văn Sỹ","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 777 703 290","Quán gà rán mang đi","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Five%20Star%20489&query_place_id=ChIJnQbFLWIpdTER_wCOEVeaz9M"
"KFC Âu Cơ","4.2","1077","265 Đ. Âu Cơ","Thành phố Hồ Chí Minh","Quận 11, Thành phố Hồ Chí Minh","VN","https://www.kfcvietnam.com.vn/","+84 1900 6886","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=KFC%20%C3%82u%20C%C6%A1&query_place_id=ChIJvyD1ur4udTERQJz_oJfuPQs"
"Chicken Plus Sư Vạn Hạnh","4.1","782","850 Sư Vạn Hạnh","Thành phố Hồ Chí Minh","Thành phố Hồ Chí Minh","VN","https://chickenplus.com.vn/","+84 972 914 790","Nhà hàng thịt gà","https://www.google.com/maps/search/?api=1&query=Chicken%20Plus%20S%C6%B0%20V%E1%BA%A1n%20H%E1%BA%A1nh&query_place_id=ChIJbW7IsecvdTERad6fMyjEb1k"
"Gà Rán Jimama (Độc Lập)","4.9","23","118 Đ. Độc Lập","Thành phố Hồ Chí Minh","Tân Phú, Thành phố Hồ Chí Minh","VN",,"+84 703 186 632","Quán gà rán mang đi","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Jimama%20(%C4%90%E1%BB%99c%20L%E1%BA%ADp)&query_place_id=ChIJQ7iTTAAvdTERMLHGoLLEFHQ"
"Texas Chicken Sư Vạn Hạnh","4","1453","463 Sư Vạn Hạnh","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","http://texaschicken.vn/","+84 28 6275 8280","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=Texas%20Chicken%20S%C6%B0%20V%E1%BA%A1n%20H%E1%BA%A1nh&query_place_id=ChIJL0-T390udTER2qumLdXLtkY"
"Gà Rán Otoké","3.8","294","116 Đồng Đen","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.otokechicken.vn/","+84 1900 9480","Nhà hàng","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Otok%C3%A9&query_place_id=ChIJm_Is1UwpdTERkwGsS3tf6G0"
"Lotteria Hoàng Sa","3.9","952","158 160 Lê Bình","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","http://www.lotteria.vn/","+84 1900 6778","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Lotteria%20Ho%C3%A0ng%20Sa&query_place_id=ChIJEREaZDMpdTERx-xRu7gRJdU"
"3 Râu - Gà Rán Pizza Trà Sữa Và Rau Má Mix - Cách Mạng Tháng 8","2.5","37","1014 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 397 980 162","Nhà hàng","https://www.google.com/maps/search/?api=1&query=3%20R%C3%A2u%20-%20G%C3%A0%20R%C3%A1n%20Pizza%20Tr%C3%A0%20S%E1%BB%AFa%20V%C3%A0%20Rau%20M%C3%A1%20Mix%20-%20C%C3%A1ch%20M%E1%BA%A1ng%20Th%C3%A1ng%208&query_place_id=ChIJf8IanG8vdTERT8H5KJpYoR4"
"Hot Space Chicken - Gà Rán Khổng Lồ","3.4","19","23 Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Quận 11, Thành phố Hồ Chí Minh","VN",,,"Quán gà rán mang đi","https://www.google.com/maps/search/?api=1&query=Hot%20Space%20Chicken%20-%20G%C3%A0%20R%C3%A1n%20Kh%E1%BB%95ng%20L%E1%BB%93&query_place_id=ChIJSVdmPgAvdTER3Dd49yjmpZE"
"Gà Rán, Pizza, Trà Sữa | Hội Quán Thanh Niên Ba Con Khỉ",,,"75 Xuân Hồng","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 775 418 419","Quán ăn nhẹ","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%2C%20Pizza%2C%20Tr%C3%A0%20S%E1%BB%AFa%20%7C%20H%E1%BB%99i%20Qu%C3%A1n%20Thanh%20Ni%C3%AAn%20Ba%20Con%20Kh%E1%BB%89&query_place_id=ChIJ47W0K2gpdTERGxRy_7irUd0"
"Bún đậu nhà dần","4.6","25","235 Đ. Hồng Lạc","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 828 229 515","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%91%E1%BA%ADu%20nh%C3%A0%20d%E1%BA%A7n&query_place_id=ChIJ66OvdwAvdTER9kQL0XB3GTM"
"Canh Bún Mẹ Tôi","4.1","846","115/62 Đ. Lê Văn Sỹ","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/canh-bun-me-toi","+84 908 254 256","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Canh%20B%C3%BAn%20M%E1%BA%B9%20T%C3%B4i&query_place_id=ChIJTZjAsdQudTERDDnCUCkDLfg"
"Bún Chả Cá Dì Mai - Đặc Sản Đà Nẵng","5","17","N4A Đ. Trường Sơn","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 906 170 788","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20C%C3%A1%20D%C3%AC%20Mai%20-%20%C4%90%E1%BA%B7c%20S%E1%BA%A3n%20%C4%90%C3%A0%20N%E1%BA%B5ng&query_place_id=ChIJQYjyWQAvdTER4ytd5iomkqQ"
"Đậu Homemade - Bún đậu mắm tôm","4.2","774","241 Đồng Đen","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","http://dauhomemade.vn/","+84 932 488 284","Nhà hàng","https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BA%ADu%20Homemade%20-%20B%C3%BAn%20%C4%91%E1%BA%ADu%20m%E1%BA%AFm%20t%C3%B4m&query_place_id=ChIJ2e0H-H0vdTERahKwTSoYqCg"
"Bún riêu Bún đậu Ngọc Duyên","4.8","8","541/25 Huỳnh Văn Bánh","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,"+84 909 105 157","Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ri%C3%AAu%20B%C3%BAn%20%C4%91%E1%BA%ADu%20Ng%E1%BB%8Dc%20Duy%C3%AAn&query_place_id=ChIJ6a83__UpdTERqbJXpGeKjj4"
"Bún Riêu Yến","4.4","1025","1348 Trường Sa","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/bun-rieu-yen","+84 937 273 217","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ri%C3%AAu%20Y%E1%BA%BFn&query_place_id=ChIJYwWkujIpdTERReK1ufMgXmI"
"Bún Đậu Mắm Tôm - Hẻm Đậu","3.7","131","153 Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m%20-%20H%E1%BA%BBm%20%C4%90%E1%BA%ADu&query_place_id=ChIJkyduawAvdTER1SsleduGCCM"
"LỢN MẸT - BIA HƠI HÀ NỘI","4.6","55","300 Phạm Văn Hai","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 972 624 379","Nhà hàng gia đình","https://www.google.com/maps/search/?api=1&query=L%E1%BB%A2N%20M%E1%BA%B8T%20-%20BIA%20H%C6%A0I%20H%C3%80%20N%E1%BB%98I&query_place_id=ChIJ9wdbEPAvdTERx-bienBFGsI"
"Bún Đậu Hai Cô","4","2","318/65 Phạm Văn Hai","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 972 572 866","Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20Hai%20C%C3%B4&query_place_id=ChIJu9UKi5EpdTERN8L9Nn6SYaQ"
